B33.SPo.SPo,B20.SPo.SPo,B34.SPo.SPo,ACIDGAS.T.T,ACIDGAS.P.P,"ACIDGAS.Fcn.CO2.(""CO2"")","ACIDGAS.Fcn.H2O.(""H2O"")","ACIDGAS.Fcn.H2S.(""H2S"")",B18.SPo.SPo,B19.SPo.SPo,BURNER_PC.SPo.SPo,FURANCE_PC.SPo.SPo,CAT1_PC.SPo.SPo,CAT2_PC.SPo.SPo,SEP2_PC.SPo.SPo,SEP1_PC.SPo.SPo,SEP3_PC.SPo.SPo,case_id,base_id,case_type,perturbed_mv,direction,delta
177.84813957620784,153.49222875546155,158.00621867209978,82.67269670919669,1.668125419467191,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,base_00000_ACIDGAS.P.P_plus,0,perturb,ACIDGAS.P.P,1,0.004999999999999893
177.84813957620784,153.49222875546155,158.00621867209978,82.6,1.6631254194671912,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,base_00000_ACIDGAS.T.T_minus,0,perturb,ACIDGAS.T.T,-1,-0.07269670919669124
177.84813957620784,153.49222875546155,158.00621867209978,82.67269670919669,1.66,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,base_00000_ACIDGAS.P.P_minus,0,perturb,ACIDGAS.P.P,-1,-0.0031254194671912483
177.84813957620784,150.99222875546155,158.00621867209978,82.67269670919669,1.6631254194671912,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,base_00000_B20.SPo.SPo_minus,0,perturb,B20.SPo.SPo,-1,-2.5
177.84813957620784,155.99222875546155,158.00621867209978,82.67269670919669,1.6631254194671912,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,base_00000_B20.SPo.SPo_plus,0,perturb,B20.SPo.SPo,1,2.5
180.34813957620784,153.49222875546155,158.00621867209978,82.67269670919669,1.6631254194671912,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,base_00000_B33.SPo.SPo_plus,0,perturb,B33.SPo.SPo,1,2.5
177.84813957620784,153.49222875546155,158.50621867209978,82.67269670919669,1.6631254194671912,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,base_00000_B34.SPo.SPo_plus,0,perturb,B34.SPo.SPo,1,0.5
177.84813957620784,153.49222875546155,158.00621867209978,82.87269670919669,1.6631254194671912,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,base_00000_ACIDGAS.T.T_plus,0,perturb,ACIDGAS.T.T,1,0.20000000000000284
177.84813957620784,153.49222875546155,158.00621867209978,82.67269670919669,1.6631254194671912,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,base_00000,0,base,,0,0.0
175.34813957620784,153.49222875546155,158.00621867209978,82.67269670919669,1.6631254194671912,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,base_00000_B33.SPo.SPo_minus,0,perturb,B33.SPo.SPo,-1,-2.5
