B33.SPo.SPo,B20.SPo.SPo,B34.SPo.SPo,ACIDGAS.T.T,ACIDGAS.P.P,"ACIDGAS.Fcn.CO2.(""CO2"")","ACIDGAS.Fcn.H2O.(""H2O"")","ACIDGAS.Fcn.H2S.(""H2S"")",B18.SPo.SPo,B19.SPo.SPo,BURNER_PC.SPo.SPo,FURANCE_PC.SPo.SPo,CAT1_PC.SPo.SPo,CAT2_PC.SPo.SPo,SEP2_PC.SPo.SPo,SEP1_PC.SPo.SPo,SEP3_PC.SPo.SPo,case_id,base_id,case_type,perturbed_mv,direction,delta
131.40317835277472,218.72858548427064,130.29251808054906,83.56733009189247,1.6624571925171638,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,single_air2_low_base_00000,0,base,,0,0.0
131.40317835277472,218.72858548427064,130.29251808054906,83.56733009189247,1.66,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,single_air2_low_base_00000_ACIDGAS.P.P_minus,0,perturb,ACIDGAS.P.P,-1,-0.0024571925171639197
131.40317835277472,221.22858548427064,130.29251808054906,83.56733009189247,1.6624571925171638,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,single_air2_low_base_00000_B20.SPo.SPo_plus,0,perturb,B20.SPo.SPo,1,2.5
131.40317835277472,218.72858548427064,130.29251808054906,83.76733009189248,1.6624571925171638,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,single_air2_low_base_00000_ACIDGAS.T.T_plus,0,perturb,ACIDGAS.T.T,1,0.20000000000000284
131.40317835277472,216.22858548427064,130.29251808054906,83.56733009189247,1.6624571925171638,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,single_air2_low_base_00000_B20.SPo.SPo_minus,0,perturb,B20.SPo.SPo,-1,-2.5
131.40317835277472,218.72858548427064,129.79251808054906,83.56733009189247,1.6624571925171638,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,single_air2_low_base_00000_B34.SPo.SPo_minus,0,perturb,B34.SPo.SPo,-1,-0.5
133.90317835277472,218.72858548427064,130.29251808054906,83.56733009189247,1.6624571925171638,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,single_air2_low_base_00000_B33.SPo.SPo_plus,0,perturb,B33.SPo.SPo,1,2.5
131.40317835277472,218.72858548427064,130.79251808054906,83.56733009189247,1.6624571925171638,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,single_air2_low_base_00000_B34.SPo.SPo_plus,0,perturb,B34.SPo.SPo,1,0.5
131.40317835277472,218.72858548427064,130.29251808054906,83.36733009189247,1.6624571925171638,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,single_air2_low_base_00000_ACIDGAS.T.T_minus,0,perturb,ACIDGAS.T.T,-1,-0.20000000000000284
128.90317835277472,218.72858548427064,130.29251808054906,83.56733009189247,1.6624571925171638,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,single_air2_low_base_00000_B33.SPo.SPo_minus,0,perturb,B33.SPo.SPo,-1,-2.5
134.95655436158427,174.990580773879,154.1623676052753,83.21779717494577,1.6636425975430542,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,single_air2_low_base_00001_ACIDGAS.T.T_minus,1,perturb,ACIDGAS.T.T,-1,-0.20000000000000284
134.95655436158427,177.490580773879,154.1623676052753,83.41779717494578,1.6636425975430542,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,single_air2_low_base_00001_B20.SPo.SPo_plus,1,perturb,B20.SPo.SPo,1,2.5
134.95655436158427,174.990580773879,154.6623676052753,83.41779717494578,1.6636425975430542,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,single_air2_low_base_00001_B34.SPo.SPo_plus,1,perturb,B34.SPo.SPo,1,0.5
132.45655436158427,174.990580773879,154.1623676052753,83.41779717494578,1.6636425975430542,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,single_air2_low_base_00001_B33.SPo.SPo_minus,1,perturb,B33.SPo.SPo,-1,-2.5
134.95655436158427,174.990580773879,154.1623676052753,83.41779717494578,1.6636425975430542,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,single_air2_low_base_00001,1,base,,0,0.0
