B33.SPo.SPo,B20.SPo.SPo,B34.SPo.SPo,ACIDGAS.T.T,ACIDGAS.P.P,"ACIDGAS.Fcn.CO2.(""CO2"")","ACIDGAS.Fcn.H2O.(""H2O"")","ACIDGAS.Fcn.H2S.(""H2S"")",B18.SPo.SPo,B19.SPo.SPo,BURNER_PC.SPo.SPo,FURANCE_PC.SPo.SPo,CAT1_PC.SPo.SPo,CAT2_PC.SPo.SPo,SEP2_PC.SPo.SPo,SEP1_PC.SPo.SPo,SEP3_PC.SPo.SPo,case_id,base_id,case_type,perturbed_mv,direction,delta
208.30865153387043,212.06984950017943,140.5,83.6,1.6722,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,base_00000,0,base,,0,0.0
210.80865153387043,212.06984950017943,140.5,83.6,1.6722,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,base_00000_B33.SPo.SPo_plus,0,perturb,B33.SPo.SPo,1,2.5
205.80865153387043,212.06984950017943,140.5,83.6,1.6722,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,base_00000_B33.SPo.SPo_minus,0,perturb,B33.SPo.SPo,-1,-2.5
208.30865153387043,214.56984950017943,140.5,83.6,1.6722,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,base_00000_B20.SPo.SPo_plus,0,perturb,B20.SPo.SPo,1,2.5
208.30865153387043,209.56984950017943,140.5,83.6,1.6722,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,base_00000_B20.SPo.SPo_minus,0,perturb,B20.SPo.SPo,-1,-2.5
295.3734065509143,177.3957766564718,140.5,83.6,1.6722,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,base_00001,1,base,,0,0.0
297.8734065509143,177.3957766564718,140.5,83.6,1.6722,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,base_00001_B33.SPo.SPo_plus,1,perturb,B33.SPo.SPo,1,2.5
292.8734065509143,177.3957766564718,140.5,83.6,1.6722,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,base_00001_B33.SPo.SPo_minus,1,perturb,B33.SPo.SPo,-1,-2.5
295.3734065509143,179.8957766564718,140.5,83.6,1.6722,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,base_00001_B20.SPo.SPo_plus,1,perturb,B20.SPo.SPo,1,2.5
295.3734065509143,174.8957766564718,140.5,83.6,1.6722,40.13637557,45.40793324,54.95221027,599.9999588,1219.506406,1.622195,1.571315,1.411445,1.251615,1.361375,1.520795,1.200915,base_00001_B20.SPo.SPo_minus,1,perturb,B20.SPo.SPo,-1,-2.5
